사업장명,소재지(지번)
스타벅스 분당율동공원점,경기도 성남시 분당구 율동 300 1층 전체 
서호김밥,경기도 성남시 분당구 서현동 263 AK PLAZA 지하 1층 일부 
크레센도커피로스터스,경기도 성남시 분당구 이매동 97-6 1층 108호 
애니블랑케이크,경기도 성남시 분당구 서현동 301 효자촌 상가동 201-1호 
커피앤티(야탑역점),경기도 성남시 분당구 야탑동 361-3 금탑프라자 1층 110호 
큰사랑분식,경기도 성남시 분당구 야탑동 291-4 1층 일부 
명랑핫도그 분당구미점,경기도 성남시 분당구 구미동 205-5 브리엘프라자 1층 일부 
명랑쌀핫도그 이매점,경기도 성남시 분당구 이매동 131-8 그린프라자 1층 103호 
줌마국수,경기도 성남시 분당구 이매동 101 이매촌삼성아파트 B상가 102호 
GS25 분당대덕점,경기도 성남시 분당구 금곡동 206 101호 
민스커피(MINS COFFEE),경기도 성남시 분당구 서현동 268-1 1층 1-2호 
본도시락 판교테크노밸리점,경기도 성남시 분당구 삼평동 679 지하1층 B-109호 
지에스25(GS25) 분당신성점,경기도 성남시 분당구 수내동 74 푸른마을상가4-4동 1층 108호 지에스25(GS25) 분당신성점 일부 
블루샥 판교우림W시티점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 144호 
봄봄,"경기도 성남시 분당구 수내동 53 파크타운주상복합상가 지하1층 77호, 78호, 79호 "
더카페 서현엘지에클라트점,경기도 성남시 분당구 서현동 251-3 엘지분당에클라트 1층 109호 
스타벅스 분당이매점,경기도 성남시 분당구 이매동 146-2 중일빌딩 1층 전체 
서혜커피,경기도 성남시 분당구 정자동 155-1 뉴본타워 1층 일부 
봉봉(BONGBONG),경기도 성남시 분당구 정자동 41-12 1층 일부 
더카페(The caffe),경기도 성남시 분당구 야탑동 357-1 뉴-코아(주) 7층 일부 
커피코트판교우림더블유시티점,경기도 성남시 분당구 삼평동 618 판교우림W-CITY 1층 134호 
원두상회,경기도 성남시 분당구 서현동 90 올림픽스포츠센타 1층 114-1호 일부 
카페 틈,경기도 성남시 분당구 야탑동 526 탑마을상가 1층 113호 
지에스25(GS25) 분당아름점,경기도 성남시 분당구 이매동 142 아름마을상가동 1층 지에스25(GS25) 분당아름점 103호 일부 
브림(Brim),경기도 성남시 분당구 구미동 125-1 1층 전체 
아마스빈 분당정자학원가점,경기도 성남시 분당구 정자동 15-1 폴라리스빌딩2. 1층 111호 
골목사이,경기도 성남시 분당구 정자동 81-10 1층 일부 
(주)더윤슬,"경기도 성남시 분당구 정자동 10-1 아이파크분당2 202동 1층 107, 108호 "
독스피씨(Doxx pc) 이매점,"경기도 성남시 분당구 이매동 131-3 홍우프라자 지하1층 9호, 11호 일부 "
카페파구스 만나점,경기도 성남시 분당구 야탑동 393 만나교회 1동(본당) 1층 일부 
투썸플레이스 서현로데오점,경기도 성남시 분당구 서현동 268-3 정일빌딩 2층 전체 
쓰리팝(3POP) 오리역점,경기도 성남시 분당구 구미동 185-1 케이앤에프코퍼레이션 4층 일부 
곰피씨(PC)라운지,경기도 성남시 분당구 금곡동 166 이코노샤르망 307호 일부 
지에스25(GS25)분당젤존타워점,경기도 성남시 분당구 정자동 156-1 젤존타워III 115호 일부 
피씨테그(PC-TAG 수내역점),경기도 성남시 분당구 수내동 18-2 수내프라자 3층 일부 
브릿지커피,경기도 성남시 분당구 구미동 124-4 1층 
써브웨이 성남터미널점,경기도 성남시 분당구 야탑동 341 성남(분당)여객자동차터미널 및 복합건물 1층 112호 일부 
장모집,경기도 성남시 분당구 운중동 41-2 1층 일부 
지에스25 분당수내본점,경기도 성남시 분당구 수내동 7-5 코리아나빌딩 116호 일부 
런트리(lrn tree),경기도 성남시 분당구 백현동 597-8 1층 
스태리,경기도 성남시 분당구 궁내동 307-3 지하1층 일부 
(주)코드원,경기도 성남시 분당구 구미동 174 농수산물종합유통센터 1층 일부 
킹스pc방,"경기도 성남시 분당구 야탑동 361-5 대덕프라자 214호일부, 215호일부 "
고래커피,경기도 성남시 분당구 서현동 272-3 텍스타워 1층 101호 
지에스25(GS25) 분당아이원,경기도 성남시 분당구 서현동 255-1 풍림아이원플러스 2층 230-1호 일부 
씨유(CU) 수내벽산점,경기도 성남시 분당구 수내동 79-2 현대제일상가 1층 3호 일부 
익선동121 롯데분당점,경기도 성남시 분당구 수내동 14 롯데백화점 분당점 지하1층 일부 
지에스25(GS25) 야탑타워빌점,경기도 성남시 분당구 야탑동 532-5 굿모닝프라자 105호 일부 
업텐션커피,경기도 성남시 분당구 수내동 8-6 삼성디지털 플라자 1층 일부호 
아마스빈,경기도 성남시 분당구 수내동 19-3 대덕프라자 1층 122호
공차 분당미금역점,경기도 성남시 분당구 구미동 23-1 
커피베이 분당장안타운점,경기도 성남시 분당구 분당동 90-1 한일빌딩 104호
바이브커피(VIBE COFFEE),"경기도 성남시 분당구 삼평동 682 유스페이스2, 110호 "
카페레사,경기도 성남시 분당구 서현동 272-3 텍스타워 103호
디셈버22(December22),경기도 성남시 분당구 이매동 120-1 대명상가 105호
카페무아르(cafe moire),경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 1층 제118호 
드림네트 PC방,경기도 성남시 분당구 수내동 13-2 해암빌딩 지하1층 일부 
만랩커피 판교알파돔시티점,경기도 성남시 분당구 백현동 530 알파리움2단지 1층 124호
세븐일레븐 판교낙생점,경기도 성남시 분당구 판교동 512 낙생빌딩 101호 일부 
오페라빈에스프레소바 판교삼환점,경기도 성남시 분당구 삼평동 678 삼환하이펙스A동 1층 122호 
카페두레브,경기도 성남시 분당구 백현동 500-15 
세븐일레븐정자역점,경기도 성남시 분당구 정자동 19-6 신수빌딩 1층 일부 
지에스25 분당정자본점,경기도 성남시 분당구 정자동 226-3 1층 일부 
성남시분당시니어클럽 공감&펫,경기도 성남시 분당구 구미동 132-1 1층 전체 
요한마당,경기도 성남시 분당구 분당동 132 분당성요한성당 1층 일부 
이남장,경기도 성남시 분당구 백현동 486 1층 
스타벅스 야탑터미널점,"경기도 성남시 분당구 야탑동 341 분당종합터미널 1층 101호, 102호, 2층 102호, 103호 "
그레이스카페,경기도 성남시 분당구 수내동 53 파크타운 주상복합상가 201호 
플랜트카페 봄(Plant cafe 봄),경기도 성남시 분당구 서현동 307 효자촌주상복합상가 1층 1096호 
버거킹 분당차병원점,경기도 성남시 분당구 야탑동 502 야탑시장 1층 일부 
이즈니생메르(Isigny Ste. Mere),경기도 성남시 분당구 백현동 541 현대백화점 판교점 지하1층 식품관 일부 
성난게장 앤 떡갈비,경기도 성남시 분당구 수내동 53 파크타운주상복합상가 지층 230호
MGM PC CAFE(엠지엠 피씨 카페),"경기도 성남시 분당구 판교동 590 티에스로드2, 4층 402호 일부 "
GS25 판교 예미지점,경기도 성남시 분당구 삼평동 661 판교예미지 1층 일부 
GS25 분당샤르망점,경기도 성남시 분당구 금곡동 166 이코노샤르망 1층 113호 일부 
휴고스커피,경기도 성남시 분당구 분당동 39 샛별마을삼부아파트 분산상가 104호 
미식당,"경기도 성남시 분당구 수내동 32 양지마을청구아파트 602동 지하1층 19호, 27호 "
터앗,경기도 성남시 분당구 구미동 40-6 1층 일부 
빌리엔젤,"경기도 성남시 분당구 수내동 13-3 1층 일부, 2층 일부 "
못난이꽈배기 야탑터미널점,경기도 성남시 분당구 야탑동 341 분당종합터미널 1층 412호 
맛있게도 얌얌,"경기도 성남시 분당구 수내동 53 파크타운 주상복합상가 지1층 13,26호 "
노리파크 분당야탑점,경기도 성남시 분당구 야탑동 175-4 다주빌딩 4층 일부 
베리어스 빈,경기도 성남시 분당구 수내동 75 푸른마을상가 4-5동 2층 205호 일부 
메트로커피,경기도 성남시 분당구 야탑동 298-1 1층 일부 
투썸플레이스 서현중앙점,"경기도 성남시 분당구 서현동 260-6 웰빙프라자 2층 201,202호 "
아레나PC방 서현점,경기도 성남시 분당구 서현동 248-5 코코프라자 지하1층 2호 일부(23호) 
지에스(GS)25 야탑아델파크,경기도 성남시 분당구 야탑동 219-1 아델파크빌 지1층 B107호 일부 
아이센스 리그 PC 서현역점,경기도 성남시 분당구 서현동 268-3 정일빌딩 3층 일부 
미엘레디저트,경기도 성남시 분당구 정자동 222-8 1층 일부 
3팝 PC 카페(3POP PC CAFE),경기도 성남시 분당구 수내동 63-2 동신코아빌딩 지하1층 일부 
너츠앤 파이,경기도 성남시 분당구 금곡동 161 천사의도시1 오피스텔 2층 근218호 일부(218-1)호 
삼성웰스토리(주)트러스트라운지,"경기도 성남시 분당구 구미동 159 월드쇼핑(A,B 애플프라자) A동 301호 일부 "
플러스,경기도 성남시 분당구 금곡동 158 미도프라자 5층 501호 
테이크5(TAKE5),경기도 성남시 분당구 정자동 17-4 제나프라자 1층 일부(110호) 
지에스25(GS25) 분당헤리츠,경기도 성남시 분당구 구미동 9-1 분당엠코헤리츠 1층 115-4호 일부 
스타벅스 판교아비뉴프랑R점,"경기도 성남시 분당구 삼평동 740 판교 호반 써밋 플레이스 1층 139,140,158,159,160호 "
참참분식,"경기도 성남시 분당구 야탑동 517 탑마을상가 1층 107,108호 "
써브웨이 서판교점,경기도 성남시 분당구 운중동 940 판교메디칼타워 1층 일부 
투썸플레이스(Two Some Place) 서판교점,경기도 성남시 분당구 판교동 612-2 1층 
GS(지에스)25 분당서현로점,경기도 성남시 분당구 서현동 333-3 1층 일부 
카페 랩독,경기도 성남시 분당구 구미동 53-1 1층 일부 
송사부 수제 쌀고로켓,경기도 성남시 분당구 야탑동 341 분당종합터미널 3층 지상3-117호 
빽다방 판교삼환하이펙스점,"경기도 성남시 분당구 삼평동 679 삼환하이펙스 B동 1층 112호 일부, 113호 "
이마트24 R판교알파돔점,"경기도 성남시 분당구 백현동 535 알파돔타워4,  1층 일부 "
벤티프레소 야탑점,경기도 성남시 분당구 야탑동 352-4 유니마트 101호일부 
본알레,경기도 성남시 분당구 야탑동 602 1층 
매머드커피 판교역점,경기도 성남시 분당구 백현동 535 그레이츠 판교(GREITS PANGYO) 1층 일부(108)호 
알레쉐,경기도 성남시 분당구 분당동 67 건영아파트 상가동 2층 201호 
(주)보나비 아티제 판교역점,경기도 성남시 분당구 백현동 535 1층 일부 
원탑 PC & COOK(피씨 & 쿡),경기도 성남시 분당구 운중동 963 마크시티 옐로우 3층 302호 일부 
투오(tuo),경기도 성남시 분당구 운중동 349-9 1층 
GS25 분당서현 CGV점,경기도 성남시 분당구 서현동 256 비전월드 101-18호(일부) 
차타임라운지 NC야탑점,경기도 성남시 분당구 야탑동 357-1 NC백화점 지하2층(일부) 
공차 분당푸른마을점,경기도 성남시 분당구 수내동 79-1 그랜드빌딩 105호 
컴포즈커피 미금역점,경기도 성남시 분당구 구미동 9-1 분당엠코헤리츠 1층 115-2호
남매꽈배기,경기도 성남시 분당구 금곡동 152 
컴포즈 정자파크뷰점,경기도 성남시 분당구 정자동 6 파크뷰 109호
킹스PC방 2호점,경기도 성남시 분당구 야탑동 366-1 관보골든쇼핑스포츠빌딩 
티씨오티씨(TCOTC),경기도 성남시 분당구 정자동 140-7 1층 일부 
투썸플레이스 서현도서관점,"경기도 성남시 분당구 서현동 99-3 그린골프프라자 1,2층 "
아빠가준비한고기,경기도 성남시 분당구 정자동 180 미켈란쉐르빌 1층 110호
구운몽,경기도 성남시 분당구 수내동 14 롯데백화점 지하1층 일부 
복동이네,"경기도 성남시 분당구 수내동 32 602동 상가지층 62-2,63-1호 "
이디야커피 분당구미점,경기도 성남시 분당구 구미동 205-4 도원필빌딩 1층일부 
우리할매떡볶이,경기도 성남시 분당구 금곡동 159 한국프라자 1층 114호
만두전골과칼국수미가온,경기도 성남시 분당구 운중동 53 1층 전체 
하겐다즈,경기도 성남시 분당구 백현동 535 알파돔타워4 주건축물 제1동 1층 일부 
디저트테이블,경기도 성남시 분당구 정자동 63-14 1층일부(101호) 
카페 레토(Cafe Leto),경기도 성남시 분당구 백현동 564-5 (주)코레드디엔씨 1층 107호 일부 
갈현동할머니떡볶이,경기도 성남시 분당구 백현동 541 현대백화점 판교점 지하1층 일부 
씨드카페(seed cafe),경기도 성남시 분당구 이매동 357-25 이매동근생(가동) 갈보리교회 1층 일부 
이마트24R판교알파돔 2호점,경기도 성남시 분당구 백현동 537 알파돔타워 1층 일부 
설빙 경기분당정자역점,경기도 성남시 분당구 정자동 156-1 젤존타워III 2층 202호 
옵티멈존 PC카페(야탑점),경기도 성남시 분당구 야탑동 361-1 3층 일부 
퀴즈노스 분당서현점,경기도 성남시 분당구 서현동 254-1 미래에셋플레이스 1층 일부 
